genotype,PLOT.ID,rows,ranges,Block,Rep,Trt,year,note,Group,Calibration,ASD,X350,X351,X352,X353
BGEM-0029-S,1281,31,6,1,1,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072784165,0.070675938,0.069901091
BGEM-0029-S,4069,19,2,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072784165,0.070675938,0.069901091
BGEM-0029-S X Mo17,1573,23,12,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072584986,0.070623295,0.069901091
BGEM-0029-S X Mo17,4576,26,12,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072584986,0.070623295,0.069901091
BGEM-0030-S,4267,17,6,4,2,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073057425,0.070697498,0.069901091
BGEM-0030-S,1129,29,3,1,1,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073057425,0.070697498,0.069901091
BGEM-0030-S X Mo17,1490,40,10,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072568091,0.0706376,0.069901091
BGEM-0030-S X Mo17,4533,33,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072568091,0.0706376,0.069901091
BGEM-0031-S,4326,26,7,4,2,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072561832,0.070632765,0.069901091
BGEM-0031-S,1301,1,7,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072561832,0.070632765,0.069901091
BGEM-0032-S,1038,38,1,1,1,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.07290973,0.070645713,0.069901091
BGEM-0032-S,4201,1,5,4,2,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.07290973,0.070645713,0.069901091
BGEM-0032-S X Mo17,1556,6,12,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072965031,0.070706963,0.069901091
BGEM-0032-S X Mo17,4559,9,12,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072965031,0.070706963,0.069901091
BGEM-0033-S,4150,50,3,4,2,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.073126248,0.07070633,0.069901091
BGEM-0033-S,1125,25,3,1,1,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.073126248,0.07070633,0.069901091
BGEM-0033-S X Mo17,1588,38,12,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072900106,0.070654343,0.069901091
BGEM-0033-S X Mo17,4457,7,10,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072900106,0.070654343,0.069901091
BGEM-0034-S,4154,4,4,4,2,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.073046723,0.070706083,0.069901091
BGEM-0034-S,1341,41,7,1,1,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.073046723,0.070706083,0.069901091
BGEM-0034-S X Mo17,4498,48,10,4,2,HN,2022,Hybrid,Hybrid,1,1.5,0.074976884,0.072674192,0.070655858,0.069901091
BGEM-0034-S X Mo17,1558,8,12,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072674192,0.070655858,0.069901091
BGEM-0035-S,4021,21,1,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072803325,0.070655018,0.069901091
BGEM-0035-S,1233,33,5,1,1,HN,2022,BGEM_Short_late,Inbred,1,1.5,0.074976884,0.072803325,0.070655018,0.069901091
BGEM-0035-S X Mo17,4497,47,10,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072774784,0.070633722,0.069901091
BGEM-0035-S X Mo17,1513,13,11,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072774784,0.070633722,0.069901091
BGEM-0036-S,1235,35,5,1,1,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072525723,0.070688919,0.069901091
BGEM-0036-S,4023,23,1,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072525723,0.070688919,0.069901091
BGEM-0036-S X Mo17,1511,11,11,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072553732,0.070628329,0.069901091
BGEM-0036-S X Mo17,4513,13,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072553732,0.070628329,0.069901091
BGEM-0037-S,1086,36,2,1,1,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.072176656,0.070573986,0.069901091
BGEM-0037-S,4224,24,5,4,2,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.072176656,0.070573986,0.069901091
BGEM-0038-N,4093,43,2,4,2,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072682635,0.070654278,0.069901091
BGEM-0038-N,1068,18,2,1,1,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072682635,0.070654278,0.069901091
BGEM-0038-N X B73,4430,30,9,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072269771,0.070625175,0.069901091
BGEM-0038-N X B73,1427,27,9,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072269771,0.070625175,0.069901091
BGEM-0039-N,4202,2,5,4,2,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.073199027,0.070716315,0.069901091
BGEM-0039-N,1039,39,1,1,1,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073199027,0.070716315,0.069901091
BGEM-0039-N X B73,4422,22,9,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072612846,0.070608819,0.069901091
BGEM-0039-N X B73,1357,7,8,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072612846,0.070608819,0.069901091
BGEM-0040-N,1134,34,3,1,1,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073140621,0.070711863,0.069901091
BGEM-0040-N,4272,22,6,4,2,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.073140621,0.070711863,0.069901091
BGEM-0040-N X B73,4437,37,9,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072040607,0.070540472,0.069901091
BGEM-0040-N X B73,1412,12,9,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072040607,0.070540472,0.069901091
BGEM-0041-S,1264,14,6,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.073000818,0.070698372,0.069901091
BGEM-0041-S,4289,39,6,4,2,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.073000818,0.070698372,0.069901091
BGEM-0042-S,4162,12,4,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.073003556,0.070686709,0.069901091
BGEM-0042-S,1349,49,7,1,1,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.073003556,0.070686709,0.069901091
BGEM-0043-S,1020,20,1,1,1,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072387324,0.070585354,0.069901091
BGEM-0043-S,4045,45,1,4,2,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072387324,0.070585354,0.069901091
BGEM-0043-S X Mo17,1454,4,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072795595,0.070625231,0.069901091
BGEM-0043-S X Mo17,4472,22,10,4,2,HN,2022,Hybrid,Hybrid,NA,NA,0.074976884,0.072795595,0.070625231,0.069901091
BGEM-0044-S,4345,45,7,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.0722593,0.07061761,0.069901091
BGEM-0044-S,1320,20,7,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.0722593,0.07061761,0.069901091
BGEM-0044-S X Mo17,4531,31,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072496234,0.070635209,0.069901091
BGEM-0044-S X Mo17,1550,50,11,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072496234,0.070635209,0.069901091
BGEM-0045-N,4228,28,5,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.073284485,0.070740432,0.069901091
BGEM-0045-N,1203,3,5,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.073284485,0.070740432,0.069901091
BGEM-0045-N X B73,4423,23,9,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.07238958,0.070573383,0.069901091
BGEM-0045-N X B73,1451,1,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.07238958,0.070573383,0.069901091
BGEM-0046-N,1221,21,5,1,1,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.072570023,0.070636761,0.069901091
BGEM-0046-N,4246,46,5,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.072570023,0.070636761,0.069901091
BGEM-0046-N X B73,1416,16,9,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072965805,0.070693399,0.069901091
BGEM-0046-N X B73,4411,11,9,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072965805,0.070693399,0.069901091
BGEM-0047-S,4170,20,4,4,2,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.072460542,0.070626509,0.069901091
BGEM-0047-S,1032,32,1,1,1,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.072460542,0.070626509,0.069901091
BGEM-0047-S X Mo17,4549,49,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072655264,0.070638572,0.069901091
BGEM-0047-S X Mo17,1557,7,12,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072655264,0.070638572,0.069901091
BGEM-0048-S,1229,29,5,1,1,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.072940075,0.070693648,0.069901091
BGEM-0048-S,4017,17,1,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072940075,0.070693648,0.069901091
BGEM-0048-S X Mo17,4538,38,11,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072947213,0.070644712,0.069901091
BGEM-0048-S X Mo17,1593,43,12,1,1,HN,2022,Hybrid,Hybrid,1,1.5,0.074976884,0.072947213,0.070644712,0.069901091
BGEM-0049-S,4193,43,4,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.072623973,0.07062392,0.069901091
BGEM-0049-S,1168,18,4,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072623973,0.07062392,0.069901091
BGEM-0049-S X Mo17,1468,18,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072464121,0.070614052,0.069901091
BGEM-0049-S X Mo17,4510,10,11,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072464121,0.070614052,0.069901091
BGEM-0050-S,1133,33,3,1,1,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.072983635,0.070725132,0.069901091
BGEM-0050-S,4271,21,6,4,2,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.072983635,0.070725132,0.069901091
BGEM-0050-S X Mo17,1475,25,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072833823,0.070667542,0.069901091
BGEM-0050-S X Mo17,4481,31,10,4,2,HN,2022,Hybrid,Hybrid,1,1.5,0.074976884,0.072833823,0.070667542,0.069901091
BGEM-0051-S,4089,39,2,4,2,HN,2022,BGEM_Tall_late,Inbred,NA,NA,0.074976884,0.072602103,0.070635502,0.069901091
BGEM-0051-S,1064,14,2,1,1,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072602103,0.070635502,0.069901091
BGEM-0051-S X Mo17,1463,13,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072954108,0.070695238,0.069901091
BGEM-0051-S X Mo17,4504,4,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072954108,0.070695238,0.069901091
BGEM-0052-S,1109,9,3,1,1,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072720212,0.070630402,0.069901091
BGEM-0052-S,4134,34,3,4,2,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072720212,0.070630402,0.069901091
BGEM-0052-S X Mo17,1491,41,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072832934,0.070653525,0.069901091
BGEM-0052-S X Mo17,4537,37,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072832934,0.070653525,0.069901091
BGEM-0053-S,1258,8,6,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.073592345,0.070732616,0.069901091
BGEM-0053-S,4283,33,6,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.073592345,0.070732616,0.069901091
BGEM-0053-S X Mo17,1575,25,12,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072608662,0.070650568,0.069901091
BGEM-0053-S X Mo17,4557,7,12,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072608662,0.070650568,0.069901091
BGEM-0054-S,1213,13,5,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.073324869,0.070733368,0.069901091
BGEM-0054-S,4238,38,5,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.073324869,0.070733368,0.069901091
BGEM-0054-S X Mo17,4582,32,12,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072736137,0.070607065,0.069901091
BGEM-0054-S X Mo17,1509,9,11,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072736137,0.070607065,0.069901091
BGEM-0055-S,1142,42,3,1,1,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073073863,0.070681664,0.069901091
BGEM-0055-S,4305,5,7,4,2,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.073073863,0.070681664,0.069901091
BGEM-0055-S X Mo17,1586,36,12,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072309685,0.070607552,0.069901091
BGEM-0055-S X Mo17,4509,9,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072309685,0.070607552,0.069901091
BGEM-0056-S,1061,11,2,1,1,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.07310921,0.070719951,0.069901091
BGEM-0056-S,4086,36,2,4,2,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.07310921,0.070719951,0.069901091
BGEM-0056-S X Mo17,4550,50,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072852571,0.070678085,0.069901091
BGEM-0056-S X Mo17,1501,1,11,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072852571,0.070678085,0.069901091
BGEM-0057-S,4186,36,4,4,2,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.073107415,0.070721926,0.069901091
BGEM-0057-S,1161,11,4,1,1,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.073107415,0.070721926,0.069901091
BGEM-0057-S X Mo17,4477,27,10,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072536629,0.070617908,0.069901091
BGEM-0057-S X Mo17,1499,49,10,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072536629,0.070617908,0.069901091
BGEM-0058-N,4194,44,4,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.072776047,0.07065579,0.069901091
BGEM-0058-N,1169,19,4,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072776047,0.07065579,0.069901091
BGEM-0058-N X B73,1382,32,8,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072670917,0.070630084,0.069901091
BGEM-0058-N X B73,4374,24,8,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072670917,0.070630084,0.069901091
BGEM-0059-S,1331,31,7,1,1,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.072774896,0.070662993,0.069901091
BGEM-0059-S,4119,19,3,4,2,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.072774896,0.070662993,0.069901091
BGEM-0059-S X Mo17,4562,12,12,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072673493,0.07063545,0.069901091
BGEM-0059-S X Mo17,1467,17,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072673493,0.07063545,0.069901091
BGEM-0060-S,1107,7,3,1,1,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072492812,0.070605564,0.069901091
BGEM-0060-S,4132,32,3,4,2,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072492812,0.070605564,0.069901091
BGEM-0060-S X Mo17,1526,26,11,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072494715,0.070646348,0.069901091
BGEM-0060-S X Mo17,4495,45,10,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072494715,0.070646348,0.069901091
BGEM-0061-N,1118,18,3,1,1,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072877041,0.070682285,0.069901091
BGEM-0061-N,4143,43,3,4,2,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072877041,0.070682285,0.069901091
BGEM-0061-N X B73,4436,36,9,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072573269,0.070629839,0.069901091
BGEM-0061-N X B73,1410,10,9,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072573269,0.070629839,0.069901091
BGEM-0062-N,4281,31,6,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.073518957,0.070720188,0.069901091
BGEM-0062-N,1256,6,6,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.073518957,0.070720188,0.069901091
BGEM-0062-N X B73,1440,40,9,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072263129,0.070633925,0.069901091
BGEM-0062-N X B73,4424,24,9,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072263129,0.070633925,0.069901091
BGEM-0063-N,1272,22,6,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072654442,0.070641415,0.069901091
BGEM-0063-N,4297,47,6,4,2,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072654442,0.070641415,0.069901091
BGEM-0063-N X B73,4392,42,8,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072627207,0.070655873,0.069901091
BGEM-0063-N X B73,1397,47,8,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072627207,0.070655873,0.069901091
BGEM-0064-N,1159,9,4,1,1,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072975133,0.070689495,0.069901091
BGEM-0064-N,4184,34,4,4,2,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072975133,0.070689495,0.069901091
BGEM-0064-N X B73,4399,49,8,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072638503,0.070640903,0.069901091
BGEM-0064-N X B73,1400,50,8,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072638503,0.070640903,0.069901091
BGEM-0065-N,1015,15,1,1,1,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.07275719,0.070613313,0.069901091
BGEM-0065-N,4040,40,1,4,2,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.07275719,0.070613313,0.069901091
BGEM-0066-N,4275,25,6,4,2,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.07246323,0.070593958,0.069901091
BGEM-0066-N,1137,37,3,1,1,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.07246323,0.070593958,0.069901091
BGEM-0067-S,1241,41,5,1,1,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072754289,0.07064825,0.069901091
BGEM-0067-S,4054,4,2,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072754289,0.07064825,0.069901091
BGEM-0068-S,4215,15,5,4,2,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.073598955,0.070732859,0.069901091
BGEM-0068-S,1077,27,2,1,1,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073598955,0.070732859,0.069901091
BGEM-0068-S X Mo17,1474,24,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072750308,0.070645975,0.069901091
BGEM-0068-S X Mo17,4461,11,10,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072750308,0.070645975,0.069901091
BGEM-0069-S,1019,19,1,1,1,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072967872,0.070685619,0.069901091
BGEM-0069-S,4044,44,1,4,2,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072967872,0.070685619,0.069901091
BGEM-0070-S,4127,27,3,4,2,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072660093,0.070637694,0.069901091
BGEM-0070-S,1102,2,3,1,1,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072660093,0.070637694,0.069901091
BGEM-0070-S X Mo17,1502,2,11,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072735634,0.07065601,0.069901091
BGEM-0070-S X Mo17,4534,34,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072735634,0.07065601,0.069901091
BGEM-0071-S,1231,31,5,1,1,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.07287493,0.0707015,0.069901091
BGEM-0071-S,4019,19,1,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.07287493,0.0707015,0.069901091
BGEM-0071-S X Mo17,1589,39,12,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072758699,0.070641621,0.069901091
BGEM-0071-S X Mo17,4499,49,10,4,2,HN,2022,Hybrid,Hybrid,1,1.5,0.074976884,0.072758699,0.070641621,0.069901091
BGEM-0072-S,4179,29,4,4,2,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072909432,0.070674176,0.069901091
BGEM-0072-S,1154,4,4,1,1,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072909432,0.070674176,0.069901091
BGEM-0072-S X Mo17,1531,31,11,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.07287101,0.070681917,0.069901091
BGEM-0072-S X Mo17,4514,14,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.07287101,0.070681917,0.069901091
BGEM-0073-S,4015,15,1,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072790679,0.070661376,0.069901091
BGEM-0073-S,1227,27,5,1,1,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.072790679,0.070661376,0.069901091
BGEM-0073-S X Mo17,1574,24,12,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072626424,0.070629772,0.069901091
BGEM-0073-S X Mo17,4489,39,10,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072626424,0.070629772,0.069901091
BGEM-0074-S,1279,29,6,1,1,HN,2022,BGEM_Short_late,Inbred,0,1,0.074976884,0.072805742,0.070651998,0.069901091
BGEM-0074-S,4067,17,2,4,2,HN,2022,BGEM_Short_late,Inbred,0,2,0.074976884,0.072805742,0.070651998,0.069901091
BGEM-0075-S,4029,29,1,4,2,HN,2022,BGEM_Tall_late,Inbred,0,2,0.074976884,0.072827166,0.070677408,0.069901091
BGEM-0075-S,1004,4,1,1,1,HN,2022,BGEM_Tall_late,Inbred,0,1,0.074976884,0.072827166,0.070677408,0.069901091
BGEM-0075-S X Mo17,1462,12,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.073059562,0.070708831,0.069901091
BGEM-0075-S X Mo17,4471,21,10,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.073059562,0.070708831,0.069901091
BGEM-0076-S,1303,3,7,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072509483,0.070620124,0.069901091
BGEM-0076-S,4328,28,7,4,2,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072509483,0.070620124,0.069901091
BGEM-0076-S X Mo17,4456,6,10,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.07291019,0.0706665,0.069901091
BGEM-0076-S X Mo17,1522,22,11,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.07291019,0.0706665,0.069901091
BGEM-0077-S,4251,1,6,4,2,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.073186143,0.070709518,0.069901091
BGEM-0077-S,1088,38,2,1,1,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073186143,0.070709518,0.069901091
BGEM-0077-S X Mo17,1478,28,10,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.07268946,0.070638586,0.069901091
BGEM-0078-N,1206,6,5,1,1,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.072478043,0.07061577,0.069901091
BGEM-0078-N,4231,31,5,4,2,HN,2022,BGEM_Tall_early,Inbred,0,2,0.074976884,0.072478043,0.07061577,0.069901091
BGEM-0078-S,4287,37,6,4,2,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072949618,0.070687433,0.069901091
BGEM-0078-S,1262,12,6,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.072949618,0.070687433,0.069901091
BGEM-0078-S X Mo17,4519,19,11,4,2,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072534718,0.070625373,0.069901091
BGEM-0078-S X Mo17,1577,27,12,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072534718,0.070625373,0.069901091
BGEM-0079-S,4211,11,5,4,2,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.072763893,0.070619363,0.069901091
BGEM-0079-S,1048,48,1,1,1,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.072763893,0.070619363,0.069901091
BGEM-0079-S X Mo17,1569,19,12,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072553467,0.070645248,0.069901091
BGEM-0079-S X Mo17,4468,18,10,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072553467,0.070645248,0.069901091
BGEM-0080-S,4203,3,5,4,2,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073025806,0.070696664,0.069901091
BGEM-0080-S,1040,40,1,1,1,HN,2022,BGEM_Short_early,Inbred,0,1,0.074976884,0.073025806,0.070696664,0.069901091
BGEM-0081-S,4333,33,7,4,2,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.07269873,0.070641423,0.069901091
BGEM-0081-S,1308,8,7,1,1,HN,2022,BGEM_Tall_early,Inbred,0,1,0.074976884,0.07269873,0.070641423,0.069901091
BGEM-0081-S X Mo17,4520,20,11,4,2,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072633561,0.070593643,0.069901091
BGEM-0081-S X Mo17,1469,19,10,1,1,HN,2022,Hybrid,Hybrid,0,2,0.074976884,0.072633561,0.070593643,0.069901091
BGEM-0082-S,1045,45,1,1,1,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.073328109,0.070717044,0.069901091
BGEM-0082-S,4208,8,5,4,2,HN,2022,BGEM_Short_early,Inbred,0,2,0.074976884,0.073328109,0.070717044,0.069901091
BGEM-0082-S X Mo17,1517,17,11,1,1,HN,2022,Hybrid,Hybrid,0,1,0.074976884,0.072732165,0.070676805,0.069901091
